codigo_ocorrencia4;recomendacao_numero;recomendacao_dia_assinatura;recomendacao_dia_encaminhamento;recomendacao_dia_feedback;recomendacao_conteudo;recomendacao_status;recomendacao_destinatario_sigla;recomendacao_destinatario
45052;364/2012;2012-08-07;2012-10-16;2014-04-10;"""Realizar auditoria técnica junto à Aero Táxi Poty Ltda., buscando se certificar de que o cumprimento do programa de manutenção, periódico e """"geriátrico"""", das aeronaves modelo C-310Q, está em conformidade com o previsto pelo fabricante.""";CUMPRIDA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45052;365/2012;2012-08-07;2012-10-16;2012-11-19;Incrementar a fiscalização das empresas de táxi-aéreo, em especial no tocante ao acompanhamento do Programa de Manutenção, visando verificar se as inspeções e procedimentos estão em conformidade com o previsto pelo fabricante.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45053;A-022/CENIPA/2013-RSV001;2013-07-26;2013-08-12;2013-11-20;Atuar junto aos operadores privados, a fim de orientá-los quanto à adoção de mecanismos de Supervisão Gerencial, nos âmbitos administrativo e operacional, visando assegurar que as operações aéreas somente ocorram com pilotos efetivamente atualizados sobre os conhecimentos técnicos das aeronaves.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45053;A-022/CENIPA/2013-RSV002;2013-07-26;2013-08-12;2013-10-07;Divulgar o conteúdo do presente relatório durante a realização de seminários, palestras e atividades afins voltadas aos proprietários, operadores e exploradores de aeronaves.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45054;A-033/CENIPA/2013-RSV001;2013-12-30;2014-03-19;2014-07-30;Realizar auditoria na Oficina Nacional Manutenção de Aeronaves Ltda., com a finalidade de analisar e propor melhorias no processo de execução e registro de manutenção dos modelos de aeronaves constantes do Adendo ao seu Certificado de Homologação de Empresa.;CUMPRIDA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45054;A-033/CENIPA/2013-RSV002;2013-12-30;2014-03-19;2014-07-30;Promover a divulgação deste relatório junto às oficinas de manutenção e aos proprietário/operadores de aeronaves, tendo por objetivo disseminar os ensinamentos adquiridos.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45056;A-052/CENIPA/2013 - RSV 001;2013-10-25;2014-11-03;2014-12-30;Divulgar o conteúdo do presente relatório durante a realização de seminários, palestras e atividades afins voltadas aos proprietários, operadores, exploradores de helicópteros da aviação geral.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45056;A-052/CENIPA/2013 - RSV 002;2013-10-25;2014-11-03;2016-05-24;Reforçar junto às escolas de instrução e inspetores da aviação civil sobre a necessidade de enfatizar aos alunos e aos pilotos em avaliação, a fiel observância dos limites operacionais das aeronaves, dos aspectos meteorológicos e das regulamentações aeronáuticas em vigor, com vistas ao sucesso do planejamento dos voos, o que trará suporte para mais adequados processos decisórios, minimizando a possibilidade de que eventos dessa natureza se repitam.;CUMPRIDA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45056;A-052/CENIPA/2013 - RSV 003;2013-10-25;2014-11-03;2014-12-30;Divulgar os ensinamentos colhidos da presente investigação, no âmbito dos pilotos que atuam na Aviação Geral, por intermédio da Associação Brasileira de Aviação Geral - ABAG, com o destaque para a fiel observância as limitações de certificação das aeronaves, dos aspectos meteorológicos e das regulamentações aeronáuticas em vigor, com vistas ao sucesso do planejamento dos voos, o que trará suporte para mais adequados processos decisórios.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45058;A-510/CENIPA/2016- 01;2020-12-29;2021-01-29;NULL;Realizar auditoria na Helisul Táxi aéreo Ltda., com intuito de atestar a conformidade dos aspectos relacionados à supervisão gerencial da empresa, no tocante às atividades programadas e quanto à coordenação dos trabalhos executados pelo Controle Técnico de Manutenção da empresa, a fim de garantir o cumprimento dos requisitos de inspeção previstos no programa de manutenção aprovado para a empresa e nos manuais de manutenção dos fabricantes.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45058;A-510/CENIPA/2016- 02;2020-12-29;2021-01-29;2021-04-29;Realizar auditoria no setor de operações aéreas do Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (IBAMA), a fim de verificar a conformidade dos aspectos relacionados ao planejamento gerencial do Instituto, no tocante ao modelo de gestão adotado para o acompanhamento e a supervisão dos serviços de manutenção executados pelo arrendatário do helicóptero utilizado pelo órgão ambiental.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45058;A-510/CENIPA/2016- 03;2020-12-29;2021-01-29;2021-04-29;Orientar o IBAMA a estabelecer um método formal capaz de garantir controle e supervisão dos serviços de manutenção por parte do operador, evitando que as aeronaves da instituição sejam submetidas às tarefas de revisão fora da periodicidade estabelecida nas publicações técnicas do fabricante.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45058;A-510/CENIPA/2016- 04;2020-12-29;2021-01-29;2021-04-29;Orientar o IBAMA para implementar uma rotina de controle e verificação dos tripulantes cedidos por empresas aéreas, bem como, por outras organizações, quanto à experiência recente, à qualificação e ao treinamento periódico.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45058;A-510/CENIPA/2016- 05;2020-12-29;2021-01-29;NULL;Verificar junto à Helisul a conformidade dos serviços de manutenção programada realizados fora de sede, sem autorização prévia da ANAC, quanto ao caráter de excepcionalidade, referente à frequência da execução em uma mesma aeronave e localidade.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45058;A-510/CENIPA/2016- 06;2020-12-29;2021-01-29;NULL;Realizar gestões junto à Helisul Taxi Aéreo, a fim de garantir que esta adote procedimentos para rever a metodologia de controle e supervisão dos serviços de manutenção, desenvolvidos pelo CTM da empresa, a fim de evitar que a execução de tarefas não previstas na programação das inspeções ou fora da periodicidade  estabelecida pelo fabricante sejam realizadas.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45058;A-510/CENIPA/2016- 07;2020-12-29;2021-01-29;2021-04-29;Realizar gestões junto à Helisul Taxi Aéreo, a fim de garantir que esta oriente os pilotos para a necessidade do emprego do checklist de Emergência e de medidas adequadas para a preservação da tripulação, dos passageiros e da aeronave, durante uma situação adversa.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45061;A-030/CENIPA/2014 -  001;2014-06-16;2014-08-11;NULL;Divulgar o presente relatório entre seus associados, com ênfase nos fatores contribuintes, para fins de prevenção do tipo de ocorrência.;CUMPRIDA;ABAG;ASSOCIAÇÃO BRASILEIRA DE AVIAÇÃO GERAL
45061;A-030/CENIPA/2014 -  002;2014-06-16;2014-08-11;NULL;Divulgar o presente relatório entre seus associados, com ênfase nos fatores contribuintes, para fins de prevenção do tipo de ocorrência.;AGUARDANDO RESPOSTA;APPA;ASSOCIAÇÃO DE PILOTOS E PROPRIETÁRIOS DE AERONAVES
45062;A-613/CENIPA/2014 – 001;2015-03-20;2015-04-20;2015-08-21;Divulgar o conteúdo deste Relatório Final Simplificado em palestras, simpósios e eventos de segurança operacional, com o objetivo de alertar quanto aos perigos na operação de aeronaves anfíbias.;CUMPRIDA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45062;A-613/CENIPA/2014 – 002;2015-03-20;2015-04-20;2015-08-17;Divulgar o conteúdo deste Relatório Final Simplificado aos Inspetores de Aviação Civil e Examinadores Credenciados da ANAC, com o objetivo de alertar quanto aos perigos na operação de aeronaves anfíbias.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45065;A-561/CENIPA/2011 - 01;2016-03-18;2016-05-17;2017-02-21;Estabelecer, no RBHA 91, requisitos para voo VFR noturno de helicópteros, a fim de restringir a operação à situação em que os pilotos possam assegurar todo o voo com referência visual com a superfície, inclusive referências luminosas em período noturno.;CUMPRIDA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45065;A-561/CENIPA/2011 - 02;2016-03-18;2016-05-17;NULL;Analisar a possibilidade de restringir a operação na REH Boa Vista ao período diurno, com a finalidade de evitar a possibilidade de entrada inadvertida IMC, devido às características meteorológicas e geográficas da região, e a consequente desorientação da navegação em área montanhosa.;AGUARDANDO RESPOSTA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
45070;A-610/CENIPA/2014 – 001;2015-03-06;2015-03-20;2015-10-22;Orientar a empresa Vilela Agro Aérea Ltda. para reavaliar o processo de manuseio e abastecimento das aeronaves, com o intuito de eliminar qualquer possibilidade de contaminação do combustível.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45087;A-550/CENIPA/2011 - 01;2019-08-06;2019-08-06;NULL;ATUAR JUNTO à APLITEC AERO AGRíCOLA LTDA., A FIM DE GARANTIR QUE AQUELA EMPRESA ADOTA MECANISMOS DE SUPERVISãO GERENCIAL, NO âMBITO OPERACIONAL, VISANDO ASSEGURAR QUE OS PLANEJAMENTOS DE VOO DE SEUS PILOTOS CONTEMPLAM A LOCALIZAçãO DE OBSTáCULOS QUE REPRESENTEM RISCOS àS OPERAçõES AEROAGRíCOLAS.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45087;A-550/CENIPA/2011 - 02;2019-08-06;2019-08-06;NULL;ATUAR JUNTO à USINA ESTIVES, A FIM DE ASSEGURAR QUE AQUELA EMPRESA ADOTE AS PROVIDêNCIAS NECESSáRIAS à ADEQUAçãO DA SINALIZAçãO DOS CABOS DE SUSTENTAçãO DAS SUAS TORRES AO QUE PRESCREVE A PORTARIA 957/GM3, DE 09JUL2015, DO COMANDO DA AERONáUTICA, E SUAS ALTERAçõES.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45087;A-550/CENIPA/2011 - 03;2019-08-06;2019-08-06;NULL;DIVULGAR OS ENSINAMENTOS COLHIDOS DA PRESENTE INVESTIGAçãO, JUNTO AOS DIVERSOS OPERADORES DA AVIAçãO AGRíCOLA, BUSCANDO RESSALTAR AS SEMELHANçAS ENTRE OS ASPECTOS LEVANTADOS NESTA INVESTIGAçãO E A REALIDADE VIVENCIADA PELOS OPERADORES DESTE SEGMENTO DA AVIAçãO CIVIL.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45088;A-029/CENIPA/2013-RSV001;2013-07-30;2013-08-12;2013-10-11;Divulgar o conteúdo do presente relatório durante a realização de seminários, palestras e atividades afins voltadas aos proprietários, operadores e exploradores de aeronaves, com enfoque para os fatores de julgamento, processo decisório e planejamento que influenciaram nessa ocorrência.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45088;A-029/CENIPA/2013-RSV002;2013-07-30;2013-08-12;2013-09-23;Reavaliar os requisitos e a funcionalidade do sistema DCERTA (Decolagem Certa), uma vez que, mesmo tendo detectado a não conformidade, possibilitou que o piloto sem a habilitação técnica de voo por instrumentos, necessária ao tipo de plano de voo por ele assinado (plano *Y*), teve o plano aceito por meio do preenchimento de uma declaração de regularidade.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45090;IG-502/CENIPA/2017 - 01;2017-06-22;2017-06-30;NULL;Atuar junto ao Aeroclube de Santa Maria, a fim de que sejam adotados mecanismos que assegurem a efetiva supervisão da instrução prática por parte do Coordenador da Instrução Prática do aeroclube.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45090;IG-502/CENIPA/2017 - 02;2017-06-22;2017-06-30;NULL;Atuar junto ao Aeroclube de Santa Maria, a fim de que aquela instituição designe um Diretor de Segurança de Voo.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45090;IG-502/CENIPA/2017 - 03;2017-06-22;2017-06-30;NULL;Atuar junto ao Aeroclube de Santa Maria, a fim de que seja implantado um Plano de Missões, adequando aquela instituição ao preconizado no Manual do Curso de Piloto Privado (MCA 58-3).;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45096;IG-007/CENIPA/2014- RSV 001;2014-06-02;2014-07-29;2014-12-30;Divulgar o conteúdo do presente relatório durante a realização de seminários, palestras e atividades afins voltadas aos proprietários, operadores e exploradores de aeronaves.;CUMPRIDA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45100;IG-516/CENIPA/2018 - 01;2018-11-07;2018-11-07;NULL;Atuar junto ao Aeroclube do Paraná, a fim de incentivar que aquele operador tenha uma atuação mais efetiva na promoção de atividade de prevenção de ocorrências aeronáuticas, como, por exemplo, o estímulo ao preenchimento de Relatos de Prevenção (RELPREV).;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45100;IG-516/CENIPA/2018 - 02;2018-11-07;2018-11-07;NULL;Atuar junto ao Aeroclube do Paraná, a fim de que aquele operador aprimore seus mecanismos de padronização da instrução aérea e de instrutores, sobretudo no que diz respeito ao briefing e debriefing e ao preenchimento das fichas de avaliação.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45100;IG-516/CENIPA/2018 - 03;2018-11-07;2018-11-07;NULL;Atuar junto ao Aeroclube do Paraná, a fim de que aquele operador aprimore os treinamentos oferecidos a seus instrutores, sobretudo no que diz respeito às corretas técnicas de instrução, orientando tais tripulantes a serem conservativos, de modo a evitar que os erros dos alunos se aproximem do ponto de irreversibilidade de um acidente.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45100;IG-516/CENIPA/2018 - 04;2018-11-07;2018-11-07;NULL;Atuar junto ao Aeroclube do Paraná, a fim de que aquele operador aprimore seus mecanismos de acompanhamento e supervisão de toda a parte prática da instrução aérea, no intuito de garantir que as operações transcorram com altos níveis de qualidade e segurança.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45100;IG-516/CENIPA/2018 - 05;2018-11-07;2018-11-07;NULL;Atuar junto ao Aeroclube do Paraná, a fim de alertar aquele operador sobre a importância da realização do voo de readaptação caso o piloto-aluno tenha ficado mais de 30 dias sem voar.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45102;512/CENIPA/2017 - 01;2018-05-17;2018-05-17;NULL;ATUAR JUNTO àS EMPRESAS AéREAS DE PRESTAçãO DE SERVIçOS OFFSHORE, NO SENTIDO DE ADOTAREM MEDIDAS QUE VISEM à ADOçãO DE AçõES OBJETIVAS DE GERENCIAMENTO DO RISCO, CONSIDERANDO A POSSIBILIDADE DA OCORRêNCIA DE TURBULêNCIA E DE FLUXOS DE AR DESCENDENTES DURANTE AS OPERAçõES DE POUSO E DECOLAGEM EM HELIDEQUES COM CARACTERíSTICAS SIMILARES A DA P-35, SOBRETUDO QUANDO O VENTO DE SUPERFíCIE ESTIVER ALINHADO COM O EIXO LONGITUDINAL DA PLATAFORMA.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45102;IG-512/CENIPA/2017 - 02;2018-05-17;2018-05-17;NULL;Atuar junto às empresas operadoras da aviação offshore, no sentido de que os seus respectivos setores de operações façam constar dos seus programas de instrução e formação de tripulantes o estabelecimento de critérios específicos em relação à escalação de tripulantes em instrução, de maneira a evitar que instrutores recém-formados voem com alunos que estejam em início de fase, independentemente da experiência total de voo do aluno.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45151;A-046/CENIPA/2013 - 01;2016-03-18;2016-05-17;2016-12-20;Realizar ações junto ao operador do Aeródromo de Carauarí, AM, com o objetivo de estabelecer medidas mínimas que tornem segura a operação aérea naquela localidade.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45153;A-507/CENIPA/2017 - 01;2017-08-01;2017-08-01;NULL;Realizar gestões junto ao operador para que seja realizada uma instrução/atividade de CRM aos tripulantes da escola, enfatizando os aspectos desta ocorrência.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45153;A-507/CENIPA/2017 - 02;2017-08-01;2017-08-01;NULL;Realizar gestões junto ao operador para que este monitore o fiel cumprimento dos horários de briefing, de forma a não penalizar a qualidade da instrução, bem como a correta execução do planejamento de voo.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45153;A-507/CENIPA/2017 - 03;2017-08-01;2017-08-01;NULL;Realizar gestões junto ao operador para este cumpra rigorosamente a cronologia do programa de Instrução, de forma a não haver quebra na didática do processo de ensino-aprendizagem dos alunos.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45153;A-507/CENIPA/2017 - 04;2017-08-01;2017-08-01;NULL;"""Realizar gestões com o operador para que este passe a exercer uma supervisão gerencial mais atuante no processo de instrução, verificando, entre outras: a adequação de meios ao tipo de instrução, a fim de que haja margem disponível de limites operacionais para correção de manobras como a da ocorrência o preenchimento correto de documentos necessários para o voo, tais como a notificação de voo, Diário de Bordo, etc., e a correta alocação de áreas de instrução/treinamento adequadas e devidamente autorizadas.""";***;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45187;A - 623/CENIPA/2014 – 01;2016-06-03;2016-07-14;2016-12-12;Realizar gestões, junto à empresa Helibarra Táxi-Aéreo Ltda., no sentido de garantir que os pilotos estejam devidamente instruídos quanto à performance dos equipamentos utilizados.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45187;A - 623/CENIPA/2014 – 02;2016-06-03;2016-07-14;2017-04-25;Orientar o Setor de Treinamento da Helibarra Táxi-Aéreo Ltda., para que seja realizado, periodicamente, instrução sobre os procedimentos recomendáveis em caso de entrada em ressonância com solo, com o intuito de proporcionar aos tripulantes, subsídios para o reconhecimento rápido e eficaz das características do fenômeno, bem como permitir a aplicação imediata das ações corretivas necessárias.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
45188;A-515/CENIPA/2018 - 01;2018-09-04;2018-09-04;NULL;ATUAR JUNTO AO AEROCLUBE DE MONTENEGRO, A FIM DE REAVALIAR A ADEQUABILIDADE DO SISTEMA DE GERENCIAMENTO DA SEGURANçA OPERACIONAL (SGSO) ADOTADO POR AQUELE OPERADOR, SOBRETUDO NO QUE DIZ RESPEITO AOS MECANISMOS DE SUPERVISãO GERENCIAL ESTABELECIDOS, VISANDO AO CUMPRIMENTO DO PLANO DE MISSõES E DO MANUAL DO CURSO PILOTO PRIVADO - AVIãO (MCA 58-3).;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
