codigo_ocorrencia2;aeronave_matricula;aeronave_operador_categoria;aeronave_tipo_veiculo;aeronave_fabricante;aeronave_modelo;aeronave_tipo_icao;aeronave_motor_tipo;aeronave_motor_quantidade;aeronave_pmd;aeronave_pmd_categoria;aeronave_assentos;aeronave_ano_fabricacao;aeronave_pais_fabricante;aeronave_pais_registro;aeronave_registro_categoria;aeronave_registro_segmento;aeronave_voo_origem;aeronave_voo_destino;aeronave_fase_operacao;aeronave_tipo_operacao;aeronave_nivel_dano;aeronave_fatalidades_total
46683;PUAKV;EXPERIMENTAL;ULTRALEVE;***;PARADISE I;ULAC;PISTÃO;MONOMOTOR;720;720;1;2008;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;EXPERIMENTAL;LEVE;0
46684;PUNHP;EXPERIMENTAL;ULTRALEVE;LABORTEC ENGENHARIA LTDA;PARADISE P-1;ULAC;PISTÃO;MONOMOTOR;750;750;2;2010;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;EXPERIMENTAL;NENHUM;0
46685;PRINA;INSTRUÇÃO;AVIÃO;CESSNA AIRCRAFT;150L;C150;PISTÃO;MONOMOTOR;726;726;2;1972;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;INSTRUÇÃO;NENHUM;0
46686;PTCSY;PARTICULAR;AVIÃO;PIPER AIRCRAFT;PA-30;PA30;PISTÃO;BIMOTOR;1633;1633;4;1968;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;PRIVADA;NENHUM;0
46687;PPGCN;INSTRUÇÃO;AVIÃO;AERO BOERO;AB-115;AB11;PISTÃO;MONOMOTOR;770;770;3;1991;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;INSTRUÇÃO;LEVE;0
46688;PTWQQ;INSTRUÇÃO;AVIÃO;CESSNA AIRCRAFT;152;C152;PISTÃO;MONOMOTOR;757;757;2;1982;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;INSTRUÇÃO;NENHUM;0
46689;PTBKU;INSTRUÇÃO;AVIÃO;CESSNA AIRCRAFT;150J;C150;PISTÃO;MONOMOTOR;726;726;2;1969;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;INSTRUÇÃO;NENHUM;0
46691;PRDBD;PARTICULAR;AVIÃO;HAWKER BEECHCRAFT;HAWKER 900XP;H25B;JATO;BIMOTOR;12701;12701;10;2009;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA;PRIVADA;LEVE;0
46692;PRSED;TÁXI AÉREO;HELICÓPTERO;SIKORSKY AIRCRAFT;S-76C;S76;TURBOEIXO;BIMOTOR;5307;5307;14;2003;BRASIL;BRASIL;HELICÓPTERO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;TÁXI AÉREO;LEVE;0
46693;PRLRR;TÁXI AÉREO;AVIÃO;LEARJET;31;LJ31;JATO;BIMOTOR;7031;7031;10;1990;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;TÁXI AÉREO;NENHUM;0
46694;PUPIC;EXPERIMENTAL;ULTRALEVE;DANIEL DO PRADO FERREIRA PINTO;BRAVO 700;ULAC;PISTÃO;MONOMOTOR;550;550;2;2010;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;EXPERIMENTAL;NENHUM;0
46695;PRWTR;PARTICULAR;AVIÃO;ISRAEL AIRCRAFT;GULFSTREAM 200;GALX;JATO;BIMOTOR;16080;16080;12;1999;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;ESTACIONAMENTO;PRIVADA;NENHUM;0
46696;PRJAR;TÁXI AÉREO;HELICÓPTERO;SIKORSKY AIRCRAFT;S-92A;S92;TURBOEIXO;BIMOTOR;12020;12020;21;2011;BRASIL;BRASIL;HELICÓPTERO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMAÇÃO FINAL;TÁXI AÉREO;NENHUM;0
46698;PRBGB;TÁXI AÉREO;HELICÓPTERO;SIKORSKY AIRCRAFT;S-92A;S92;TURBOEIXO;BIMOTOR;12020;12020;21;2010;BRASIL;BRASIL;HELICÓPTERO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;TÁXI AÉREO;NENHUM;0
46699;PRMEU;TÁXI AÉREO;HELICÓPTERO;EUROCOPTER DEUTSCHLAND;EC 135P2+;EC35;TURBOEIXO;BIMOTOR;2910;2910;8;2007;BRASIL;BRASIL;HELICÓPTERO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;TÁXI AÉREO;NENHUM;0
46701;PRGUE;REGULAR;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;193;2010;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;REGULAR;LEVE;0
46702;PTYSW;PARTICULAR;HELICÓPTERO;EUROCOPTER FRANCE;AS 350 BA;AS50;TURBOEIXO;MONOMOTOR;2100;2100;6;1994;BRASIL;BRASIL;HELICÓPTERO;PARTICULAR;AERÓDROMO NACIONAL DE AVIAÇÃO;AERÓDROMO NACIONAL DE AVIAÇÃO;POUSO;PRIVADA;SUBSTANCIAL;0
46703;PRRIG;***;AVIÃO;CESSNA AIRCRAFT;150M;C150;PISTÃO;MONOMOTOR;726;726;2;1976;BRASIL;BRASIL;AVIÃO;PARTICULAR;SÃO JOÃO DEL REI;OLIVEIRA;VOO A BAIXA ALTURA;PRIVADA;SUBSTANCIAL;0
46704;PTIMJ;***;AVIÃO;CESSNA AIRCRAFT;182P;C182;PISTÃO;MONOMOTOR;1338;1338;4;1973;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;DESTRUÍDA;0
46705;PTRFJ;***;AVIÃO;EMBRAER;EMB-810C;PA34;PISTÃO;BIMOTOR;2073;2073;7;1980;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;INSTRUÇÃO;SUBSTANCIAL;0
46706;PTHAX;***;HELICÓPTERO;ROBINSON HELICOPTER;R22;R22;PISTÃO;MONOMOTOR;590;590;2;1994;BRASIL;BRASIL;HELICÓPTERO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;INSTRUÇÃO;LEVE;0
46707;PRAXG;REGULAR;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;TURBOEIXO;BIMOTOR;52290;52290;125;2012;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;REGULAR;LEVE;0
46708;PTUNF;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-202;IPAN;PISTÃO;MONOMOTOR;1800;1800;1;2002;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;AGRÍCOLA;SUBSTANCIAL;0
46710;PUZFL;EXPERIMENTAL;ULTRALEVE;***;FLOPES;ULAC;PISTÃO;MONOMOTOR;477;477;2;2003;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;EXPERIMENTAL;SUBSTANCIAL;1
46712;PTVKO;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-720D;PA32;PISTÃO;MONOMOTOR;1633;1633;7;1989;BRASIL;BRASIL;AVIÃO;PARTICULAR;BELÉM/BRIGADEIRO PROTÁSIO DE OLIVEIRA;AMBRÓSIO;DECOLAGEM;PRIVADA;SUBSTANCIAL;0
46713;PTRQI;TÁXI AÉREO;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PA34;PISTÃO;BIMOTOR;2155;2155;7;1982;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;TÁXI AÉREO;NENHUM;0
46714;PPLCP;PARTICULAR;AVIÃO;PIPER AIRCRAFT;PA-34-220T;PA34;PISTÃO;BIMOTOR;2155;2155;6;2008;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;NENHUM;0
46715;PTBKU;INSTRUÇÃO;AVIÃO;CESSNA AIRCRAFT;150J;C150;PISTÃO;MONOMOTOR;726;726;2;1969;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;INSTRUÇÃO;NENHUM;0
46716;PRATE;REGULAR;AVIÃO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT72;TURBOÉLICE;BIMOTOR;23000;23000;75;2011;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;REGULAR;NENHUM;0
46717;PRRRM;PARTICULAR;AVIÃO;CESSNA AIRCRAFT;210L;C210;PISTÃO;MONOMOTOR;1724;1724;6;1975;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;PRIVADA;NENHUM;0
46718;PRAYH;REGULAR;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;TURBOEIXO;BIMOTOR;52290;52290;125;2010;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;REGULAR;NENHUM;0
46719;PRGTZ;REGULAR;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;197;2007;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;REGULAR;LEVE;0
46720;PRRLJ;REGULAR;AVIÃO;BOEING COMPANY;727-214F;B722;JATO;TRIMOTOR;88360;88360;7;1978;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;REGULAR;NENHUM;0
46721;PRVBY;REGULAR;AVIÃO;BOEING COMPANY;737-73A;B737;JATO;BIMOTOR;70080;70080;153;1999;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;REGULAR;LEVE;0
46722;PREJM;***;AVIÃO;CESSNA AIRCRAFT;152;C152;PISTÃO;MONOMOTOR;757;757;2;1985;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;INSTRUÇÃO;NENHUM;0
46723;PTBKU;INSTRUÇÃO;AVIÃO;CESSNA AIRCRAFT;150J;C150;PISTÃO;MONOMOTOR;726;726;2;1969;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;INSTRUÇÃO;NENHUM;0
46734;PRIJU;***;HELICÓPTERO;ROBINSON HELICOPTER;R22 BETA;R22;PISTÃO;MONOMOTOR;622;622;2;2011;BRASIL;BRASIL;HELICÓPTERO;INSTRUÇÃO;CAMPO DE MARTE;CAMPO DE MARTE;DECOLAGEM;INSTRUÇÃO;SUBSTANCIAL;0
46735;PRCRM;PARTICULAR;AVIÃO;BEECH AIRCRAFT;58;BE58;PISTÃO;BIMOTOR;2495;2495;6;1998;BRASIL;BRASIL;AVIÃO;PARTICULAR;ESTÂNCIA SANTA RITA;PORTO JOFRE;POUSO;PRIVADA;SUBSTANCIAL;0
46746;PTUMV;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-202;IPAN;PISTÃO;MONOMOTOR;1800;1800;1;2001;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA;AGRÍCOLA;SUBSTANCIAL;0
46747;PTGRR;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-201A;IPAN;PISTÃO;MONOMOTOR;1800;1800;1;1971;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA;AGRÍCOLA;DESTRUÍDA;0
46748;PTVPM;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-720D;PA32;PISTÃO;MONOMOTOR;1633;1633;6;1993;BRASIL;BRASIL;AVIÃO;PARTICULAR;MARECHAL RONDON;RONDONÓPOLIS;POUSO;PRIVADA;SUBSTANCIAL;0
46749;PROMB;TÁXI AÉREO;HELICÓPTERO;EUROCOPTER FRANCE;EC 155 B1;EC55;TURBOEIXO;BIMOTOR;4920;4920;14;2010;BRASIL;BRASIL;HELICÓPTERO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;TÁXI AÉREO;NENHUM;0
46750;PTVVG;***;AVIÃO;EMBRAER;EMB-202A;IPAN;PISTÃO;MONOMOTOR;1800;1800;1;2012;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;PRIVADA;SUBSTANCIAL;0
46751;PTGXN;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-201A;IPAN;PISTÃO;MONOMOTOR;1800;1800;1;1981;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;NOSSA SENHORA DO LORETO;NOSSA SENHORA DO LORETO;DECOLAGEM;AGRÍCOLA;SUBSTANCIAL;1
46752;PTUVJ;***;AVIÃO;EMBRAER;EMB-202A;IPAN;PISTÃO;MONOMOTOR;1800;1800;1;2008;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA;AGRÍCOLA;DESTRUÍDA;0
46753;PRAAV;***;AVIÃO;PIPER AIRCRAFT;PA-25-235;PA25;PISTÃO;MONOMOTOR;1315;1315;1;1966;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;AEROCLUBE DE ITÁPOLIS;AEROCLUBE DE ITÁPOLIS;ESPECIALIZADA;AGRÍCOLA;SUBSTANCIAL;0
46754;PTIPR;***;AVIÃO;PIPER AIRCRAFT;PA-31;PA31;PISTÃO;BIMOTOR;2948;2948;8;1973;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;TÁXI AÉREO;SUBSTANCIAL;0
46755;PPGMB;***;AVIÃO;AERO BOERO;AB-115;AB11;PISTÃO;MONOMOTOR;770;770;3;1992;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;INSTRUÇÃO;SUBSTANCIAL;0
46756;PPGSV;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;56-C;PAUL;PISTÃO;MONOMOTOR;660;660;2;1960;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;AERODRÓMO ESTADUAL DE CAMPINAS / AMARAIS;FORA DE AERODROMO;POUSO;INSTRUÇÃO;SUBSTANCIAL;0
46757;PPEOZ;ADMINISTRAÇÃO DIRETA;HELICÓPTERO;HELIBRAS;AS 350 B2;AS50;TURBOEIXO;MONOMOTOR;2250;2250;6;1999;BRASIL;BRASIL;HELICÓPTERO;ADMINISTRAÇÃO DIRETA;FORA DE AERODROMO;FORA DE AERODROMO;VOO A BAIXA ALTURA;POLICIAL;LEVE;0
46758;PTELW;TÁXI AÉREO;AVIÃO;EMBRAER;EMB-820C CARAJA;PAT4;TURBOÉLICE;BIMOTOR;3629;3629;10;1977;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;TÁXI AÉREO;LEVE;0
46759;PRSEF;TÁXI AÉREO;HELICÓPTERO;SIKORSKY AIRCRAFT;S-76C;S76;TURBOEIXO;BIMOTOR;5307;5307;14;2003;BRASIL;BRASIL;HELICÓPTERO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMAÇÃO FINAL;TÁXI AÉREO;NENHUM;0
46760;PPPJM;REGULAR;AVIÃO;EMBRAER;ERJ 190-100 LR;E190;TURBOEIXO;BIMOTOR;50300;50300;113;2011;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;REGULAR;NENHUM;0
46761;PTLVZ;PARTICULAR;AVIÃO;BEECH AIRCRAFT;58;BE58;PISTÃO;BIMOTOR;2449;2449;6;1982;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;NENHUM;0
46762;PRLAC;PARTICULAR;AVIÃO;CESSNA AIRCRAFT;T182T;C182;PISTÃO;MONOMOTOR;1406;1406;4;2007;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;NENHUM;0
46763;PTMEC;TÁXI AÉREO;AVIÃO;CESSNA AIRCRAFT;208B;C208;TURBOÉLICE;MONOMOTOR;3969;3969;11;1993;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;TÁXI AÉREO;NENHUM;0
46764;PRHBF;TÁXI AÉREO;HELICÓPTERO;EUROCOPTER FRANCE;AS 355 N;AS55;TURBOEIXO;BIMOTOR;2600;2600;6;1997;BRASIL;BRASIL;HELICÓPTERO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;TÁXI AÉREO;LEVE;0
46765;PRRTS;TÁXI AÉREO;AVIÃO;CESSNA AIRCRAFT;560XL;C56X;JATO;BIMOTOR;9163;9163;11;2009;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;TÁXI AÉREO;LEVE;0
46766;PROED;INSTRUÇÃO;HELICÓPTERO;ROBINSON HELICOPTER;R22 BETA;R22;PISTÃO;MONOMOTOR;621;621;2;2002;BRASIL;BRASIL;HELICÓPTERO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;INSTRUÇÃO;NENHUM;0
46767;PTDYK;ESPECIALIZADA;AVIÃO;PIPER AIRCRAFT;PA-31;PA31;PISTÃO;BIMOTOR;2948;2948;4;1974;BRASIL;BRASIL;AVIÃO;ESPECIALIZADA;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA;ESPECIALIZADA;NENHUM;0
46768;PPEJG;ADMINISTRAÇÃO DIRETA;AVIÃO;BEECH AIRCRAFT;B200;BE20;TURBOÉLICE;BIMOTOR;5670;5670;10;1991;BRASIL;BRASIL;AVIÃO;ADMINISTRAÇÃO DIRETA;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;NÃO REGULAR;NENHUM;0
46780;PUXXX1;EXPERIMENTAL;ULTRALEVE;MAULE AIRCRAFT;ULTRALEVE;***;PISTÃO;MONOMOTOR;0;0;0;0;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMAÇÃO FINAL;EXPERIMENTAL;DESTRUÍDA;1
46781;PTGSB;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-201A;IPAN;PISTÃO;MONOMOTOR;1800;1800;1;1977;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;PISTA DE POUSO EVENTUAL;PISTA DE POUSO EVENTUAL;ESPECIALIZADA;AGRÍCOLA;DESTRUÍDA;1
46782;PRMHV;REGULAR;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2008;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA;REGULAR;LEVE;0
46783;PRTKK;REGULAR;AVIÃO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT72;TURBOÉLICE;BIMOTOR;22800;22800;73;2012;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
46784;PRAYD;REGULAR;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2009;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;REGULAR;NENHUM;0
46785;PTMZF;REGULAR;AVIÃO;AIRBUS INDUSTRIE;A319-132;A319;JATO;BIMOTOR;64000;64000;154;1999;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;REGULAR;NENHUM;0
46786;PRAZH;REGULAR;AVIÃO;EMBRAER;ERJ 190-100 IGW;E190;JATO;BIMOTOR;51800;51800;113;2009;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;REGULAR;NENHUM;0
46787;PTZLH;EXPERIMENTAL;AVIÃO;HAMILTON SANTIAGO REIS JUNIOR;RV-10;ZZZZ;PISTÃO;MONOMOTOR;1224;1224;4;2009;BRASIL;BRASIL;AVIÃO;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;EXPERIMENTAL;LEVE;0
46788;N360TR;***;AVIÃO;ROGERS THOMAS;RV-7;***;***;MONOMOTOR;0;0;0;2003;ESTADOS UNIDOS;ESTADOS UNIDOS;AVIÃO;***;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;***;LEVE;0
46789;PRBTH;INSTRUÇÃO;AVIÃO;DIAMOND AIRCRAFT;DA20-C1;DV20;PISTÃO;MONOMOTOR;800;800;2;2012;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;INSTRUÇÃO;NENHUM;0
46790;PRPRA;TÁXI AÉREO;AVIÃO;RAYTHEON AIRCRAFT;390;PRM1;JATO;BIMOTOR;5670;5670;8;2006;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;ESTACIONAMENTO;TÁXI AÉREO;NENHUM;0
46791;PRPDA;REGULAR;AVIÃO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT72;TURBOÉLICE;BIMOTOR;23000;23000;75;2012;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;REGULAR;NENHUM;0
46792;PTWCM;TÁXI AÉREO;AVIÃO;EMBRAER;EMB-110;E110;TURBOÉLICE;BIMOTOR;5600;5600;17;1974;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;TÁXI AÉREO;NENHUM;0
46793;PPKLU;TÁXI AÉREO;HELICÓPTERO;AGUSTA;A109E;A109;TURBOEIXO;BIMOTOR;2850;2850;8;2002;BRASIL;BRASIL;HELICÓPTERO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;TÁXI AÉREO;NENHUM;0
46811;PRGUH;REGULAR;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;79015;79015;187;2011;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;REGULAR;NENHUM;0
46812;PPKBS;INSTRUÇÃO;AVIÃO;XAVANTE;A-122-B;A122;PISTÃO;MONOMOTOR;840;840;2;1978;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;INSTRUÇÃO;LEVE;0
46813;PTLRM;PARTICULAR;AVIÃO;BEECH AIRCRAFT;95-B55;BE55;PISTÃO;BIMOTOR;2318;2318;6;1982;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;LEVE;0
46814;PPCHD;INSTRUÇÃO;AVIÃO;CESSNA AIRCRAFT;152;C152;PISTÃO;MONOMOTOR;757;757;2;1981;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;INSTRUÇÃO;NENHUM;0
46819;PRERE;PARTICULAR;AVIÃO;EMBRAER;EMB-505;E55P;JATO;BIMOTOR;8150;8150;9;2012;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;PRIVADA;LEVE;0
46820;PRSDL;NÃO REGULAR;AVIÃO;BOEING COMPANY;737-3S3;B733;JATO;BIMOTOR;63276;63276;6;1988;BRASIL;BRASIL;AVIÃO;NÃO REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;REGULAR;NENHUM;0
46821;ZPTTL;***;AVIÃO;BEECH AIRCRAFT;58;BE58;PISTÃO;BIMOTOR;0;0;0;0;PARAGUAI;PARAGUAI;AVIÃO;***;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;***;NENHUM;0
46822;CP2662;***;AVIÃO;CESSNA AIRCRAFT;U206C;***;PISTÃO;MONOMOTOR;0;0;0;1968;BOLÍVIA;BOLÍVIA;AVIÃO;***;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;***;LEVE;0
46823;PTGSO;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-201A;IPAN;PISTÃO;MONOMOTOR;1800;1800;1;1978;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;FORA DE AERODROMO;FORA DE AERODROMO;INDETERMINADA;AGRÍCOLA;NENHUM;0
46839;PPBRJ;***;HELICÓPTERO;HELIBRAS;AS 350 B3;AS50;TURBOEIXO;MONOMOTOR;2250;2250;6;2008;BRASIL;BRASIL;HELICÓPTERO;ADMINISTRAÇÃO DIRETA;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;POLICIAL;SUBSTANCIAL;0
46840;PRNAX;***;AVIÃO;PIPER AIRCRAFT;PA-28-181;P28A;PISTÃO;MONOMOTOR;1157;1157;4;2001;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;ARREMETIDA NO AR;INSTRUÇÃO;DESTRUÍDA;2
46841;PPPFC;***;HELICÓPTERO;ROBINSON HELICOPTER;R44 II;R44;PISTÃO;MONOMOTOR;1134;1134;4;2010;BRASIL;BRASIL;HELICÓPTERO;PARTICULAR;JACAREPAGUÁ;MARECHIARO;APROXIMAÇÃO FINAL;PRIVADA;SUBSTANCIAL;0
46842;PTZUR;EXPERIMENTAL;AVIÃO;CLAIBER VIEIRA BORGES;RV-7A;ZZZZ;PISTÃO;MONOMOTOR;816;816;2;2012;BRASIL;BRASIL;AVIÃO;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;EXPERIMENTAL;DESTRUÍDA;2
